	ItemLink	Price	Name	Image	Condition	Seller Notes	Brand	Storage Capacity	Model	RAM	MPN	Processor	UPC	Internet Connectivity	Type	Hardware Connectivity	Operating System	Features	Screen Size	Carrier	Resolution	Bundled Items	Processor Manufacturer	Processor Type	Display Tech	Touch Screen Technology	Rear Camera Resolution	Front Camera Resolution	Installed RAM	Expansion Ports	PC Interface	Height	Product Line	Width	Depth	Color	Weight	Product Information	Battery Technology	Battery Run Time	Input Method	Display Size	Platform	Release Date	Supported File Types	Special Features	Exterior Color	Contract	Colour	Bundle Listing	Country/Region of Manufacture	Expandability	Rear Camera Megapixels	Front Camera Megapixels	Screen Resolution	Functional Digitizer	Memory Size	Manufacturer Part Number	Manufacturer	Processor Speed	Fast Fulfillment	Wireless capabilities	Audio Input	Audio Output	EAN	Interface	Max. Video Resolution	Data Link Protocol	Networking Type	Body Material	Content	Battery Information	Battery Life (Hour)	Dimensions (WxHxD)	Display Color	Product Interface	Screen Type	Support Type	Display Color Support	Manufacturer warranty	Memory (RAM)	Display Max. Resolution	Cosmetic condition	No accessories	Operating System Edition	Storage Type	Graphics Processing Type	Touch panel	Other Software	Hard Drive Capacity	Manufacturer Part number	Band	OS	RAM 3GB	Screen resolution	Battery Capacity(mAh)	Screen size	CPU Qualcomm	Screen type	Dual cameras	GPU Adreno 506	WiFi,GPS,Bluetooth 4.0	Languages	Country//Region of Manufacture	CPU	Multi-touch	Continuous Usage Time	Battery Standby	Video Resolution	Delivery Time	Tags	Size	Max Supported RAM	Charger and cable	ISBN	RAM 4GB	Core	CPU Brand	Single camera	GPU	Mini HDMI,DC Jack	WiFi,Bluetooth	Note	Headphones	Camera type	Network type	Support Network	RAM Technology	Bottoms Size (Women's)	Bottoms Size (Men's)	Size (Women's)	US Shoe Size (Men's)	Underwear Size	Cup Size	Band Size	Trouser Size	Size (Men's)	Style	Hosiery Size	Screen Material	ROM	External Memory	Storage Controller Type	Plug Type	Voltage	ScreenSize	Designer/Brand	Monitor Screen Size	Manufacturer Warranty	Warranty - Parts	Warranty - Labor	Dilivery Time	Security Features	Processor Number	OS System	RAM 2GB	Battery Capacity	CPU RK3288	IPS	Hard Drive	Wireless Type	Size Type	Number of USB 2.0 Ports	Average Battery Life (in hours)	Original box	File format	Connectivity	Power	USB charging time	Language	Display	Warranty	Thread	Lithography	Instruction set	Memory types	Product positioning	Flash description	Processor series	Shell material	Processor Base Frequency	Burst Frequency	SD Card Slot	Slot SIm	Battery	Standard Memory	SKU	Flash Memory Capacity	Graphics Controller Model	Product Type	Bluetooth	Processor Model	Aspect Ratio	Weight (Approximate)	Processor Core	Focus Modes	Form Factor	Sensor Type	Publisher	Charger	Memory	Brand Name	Age Group	Optical Drive Type	Memory Card Supported	Wireless LAN	Wireless LAN Standard	Front Camera/Webcam	Operating System Platform	Digital storage capacity	Offer type	Hard Disk Memory	Battery Type	Graphics Chipset	WIFI	Touchscreen	Display Screen Technology	USB	Contract Type	Maximum Memory Card Size Supported	Built-in Memory	Built-in Flash	Graphic Processor	Rear Camera	Number of Cells	Product Series	GPU memory	Power management chip	Process	Weight Unit Of Measure	Dimensions Unit Of Measure	Internet	Wireless	Dimensions	3G	Screen	Camera	G-sensor	GPS	Storage	Marca	HardwarePlatform	OperatingSystem	Binding	ProductGroup	Supported Formats	Expandabel Storage	Manufactured Country	PID	Number of Cores	Cellular Radio System Type	WAREHOUSE LOCATION	TIME LISTED	RAM Installed Size	Max Resolution	Pointing Device	Installed Cache Memory	Installed Video Memory	Compatible Product Line	Material	Gender	ShippingWeight	Compatible Model	Compatible Brand	Extension Card	Processor Type/CPU Type	camera	Games	Long Battery Run Time	Wireless Connection	Bluetooth,IPS,WiFi	Country of Manufacture	Support Extend Card	WiFi,Bluetooth,	Product ID	3G / 4G Support	Camera Resolution	Capacity	Model Number	Category	Language Supported	RAM+ROM	Li-ion polymer battery	Memory Capacity	Operating system	Cell Capacity	Display Resolution	System	Item Condition	Tablet Data Capacity	label	Cellular Band	Memory Card Type	Lock Status	Gravity Sensing System	CPU Brand Intel	Card slot	Item Weight	Product Dimensions	Item Dimensions  L x W x H	Item model number	Network	4G Network	Google Play	Back camera	Front camera	Material of back cover	Item Type	Teclast Model	Touch Screen Type	Net Weight	Network Communiction	Display resolution	Second Webcam Pixels	Extend Port	Supporting Language	Feature	Other Model	External Storage	Panel Type	Front Camera	Onda Model	GSM Mode	Shell Material	Size/Weight	Processor Manufacture	Package	black	Support	Modem Type	Analog Modulation Protocol	Bus Speed	KINDLE Model	Marque	Couleur	Numéro de pièce fabricant	Système d'exploitation	CUP	Résolution	Opérateur	Abonnement	Capacité de stockage	Audio Format	Photo Viewer	Video Format	WiFi	CPU Frequency	Flash	Wireless Card	Signal	QUALITY TABLET	Charge Mode	Working Time	Charge Time	Plug	Camera Features	Audio Features	Resolution (pixels)	RESERVED_PRODUCT_TITLE
187	http://www.ebay.com/itm/Apple-iPad-mini-3-64GB-Wi-Fi-Cellular-Unlocked-7-9in-Silver/162629825211?epid=204326585&hash=item25dd7e32bb%3Ag%3AuCIAAOSwZs5ZkDau	$439.95	Apple iPad mini 3 64GB, Wi-Fi + Cellular (Unlocked), 7.9in - Silver	https://i.ebayimg.com/images/g/uCIAAOSwZs5ZkDau/s-l400.jpg	New		Apple	64GB	Wi-Fi + Cellular	1GB	MH382LL/A	Dual Core	0888462046503	Wi-Fi + Cellular	Tablet	Micro-USB, Wi-Fi	iOS	Built-In Front Camera, Built-In Rear Camera, Color Screen, Email	7.9in.	Unlocked	2048 x 1536		Apple	Apple A7	Retina Display	Multi-Touch	5 Megapixel	1.2 Channel Megapixel	1GB	Bluetooth, Lightning connector	Micro-USB, Wi-Fi	0.29in (0.75cm)	iPad mini 3	7.87in (20cm)	5.3in (13.47cm)	Silver	0.75lb. (0.341kg)	The most advanced iPad mini has the Touch ID fingerprint sensor, a 7.9-inch Retina display, a powerful A7 chip with 64-bit architecture, an iSight camera, a FaceTime HD camera, fast wireless, iOS 8, iCloud, and up to 10 hours of battery life. It also comes with great apps for productivity and creativity. And there are many more apps available in the App Store.	Rechargeable Lithium-Polymer	UP to 10hr.	Camera, Touch-Screen	7.9in (20.07cm)	Mac, PC	10/16/2014	.ics, Audible Enhanced Audio, DOCX, GIF, JPG, MP3, MPEG-4, PCM, WAV	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, MP3 Player, Touch Screen	Silver															dual channel  (2.4GHz and 5GHz) and MIMO	Nano-SIM card tray	Speaker(s)																																																																																																																																																																																																																																																																																																							
188	http://www.ebay.com/itm/Apple-MD942LL-A-16GB-iPad-Retina-Wi-Fi-Cellular-AT-T-Black-XLNT-4G-W-BOX-I-PAD/222665547107?epid=168303755&hash=item33d7e69d63%3Ag%3AXAUAAOSwBp5ZrOht	$99.99	Apple MD942LL/A 16GB iPad Retina Wi-Fi + Cellular AT&T Black XLNT 4G W BOX I PAD	https://i.ebayimg.com/images/g/XAUAAOSwBp5ZrOht/s-l400.jpg	Used		Apple	16GB	Wi-Fi + Cellular	1GB	MD942LL/A	Dual Core	0885909631957	Wi-Fi + Cellular	Tablet	Micro-USB, Wi-Fi	iOS	4G, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, External 3G Support	9.7in.	AT&T	2048 x 1536		Apple	Apple A6X	Retina Display	Multi-Touch	5 Megapixel	1.2 Channel Megapixel	1GB		Micro-USB, Wi-Fi	0.37in (0.94cm)	iPad 4th Generation	9.5in (24.12cm)	7.31in (18.57cm)	Black	1.46lb. (0.662kg)	The Apple iPad 4th Generation features an enhanced Retina display on an optimized 9.7-inch screen for impressive visual experience. Its multi-touch screen makes it easy to browse through photos, menu and applications. The integrated 16 GB memory allows you to store media files including images, videos, games and apps. Based on the Apple iOS, it is user-friendly and offers an intuitive application. This iPad offers support for Wi-Fi and 4G cellular connectivity. Weighing 1.46lb (0.662 kg), it ensures convenient handling and usage.	Rechargeable Lithium-Polymer	UP to 10hr.	Touch-Screen	9.7in (24.64cm)	Mac, PC	10/23/2012	GIF, JPG, MP3, MPEG-4, WAV	Backlight	Black															Bluetooth, IEEE 802.11a, IEEE 802.11b, IEEE 802.11g, IEEE 802.11n	Microphone	Speaker(s)																																																																																																																																																																																																																																																																																																							
189	http://www.ebay.com/itm/APPLE-IPAD-MINI-4-WIFI-128GB-SPACE-GRAY-MK9N2LL-A-MODEL-A1538/371990203262?epid=216598788&hash=item569c580b7e%3Ag%3AkToAAOSwPK1ZTE7B	$365.00	APPLE IPAD MINI 4 WIFI 128GB - SPACE GRAY MK9N2LL/A MODEL A1538	https://i.ebayimg.com/images/g/kToAAOSwPK1ZTE7B/s-l400.jpg	New		Apple	128GB	Wi-Fi	2GB	MK9N2LL/A	Dual Core	0888462368711	Wi-Fi	Tablet	Wi-Fi	iOS		9.7in.	Not Applicable	2048 x 1536		Apple	Apple A8	Retina Display	Multi-Touch	8 Megapixel	1.2 Channel Megapixel	2 ChannelGB	Bluetooth	Wi-Fi	0.24in (0.61cm)	iPad mini 4	8in (20.32cm)	5.3in (13.48cm)	Gray	0.65lb. (0.299kg)	The Apple iPad mini 4 is a useful device driven by a robust 1.1 GHz processor and running on iOS platform. The tablet is equipped with 128 GB memory storage. It also features a convenient 9.7-inch display that provides clear visuals. This Apple tablet supports Wi-Fi connectivity and lets its users wirelessly surf the Web, check e-mails, or stream videos. Furthermore, the Apple device has a built-in camera. Its weight is 0.67 lbs. The product is available in space gray.	Rechargeable Lithium-Polymer	UP to 10hr.	Camera, Touch-Screen	7.9in (20.07cm)	Mac, PC	9/9/2015	.ics, DOC, DOCX, GIF, HTM, HTML, JPG, Numbers, PDF, PPT, PPTX, Pages, RTF, TIFF, TXT, VCF, XLS, XLSX, ZIP	Antireflective coating, Built-In Front Camera, Fingerprint Sensor, HD Compatible, Retina Display, Touch Screen	Space Gray													1.5GHz																																																																																																																																																																																																																																																																																																											
190	http://www.ebay.com/itm/Samsung-Galaxy-TabPro-128GB-Wi-Fi-12-Black-with-Keyboard-NEW-SEALED/182755099608?epid=219288761&hash=item2a8d0d83d8%3Ag%3AhAoAAOSwcLxYLawl	$475.00	Samsung Galaxy TabPro 128GB, Wi-Fi, 12'' - Black with Keyboard NEW & SEALED!!	https://i.ebayimg.com/00/s/MTMwOFgxNjAw/z/hAoAAOSwcLxYLawl/$_35.JPG?set_id=89040003C1	New		Samsung	128GB	SM-W700		SM-W700NZKAXAR	intel	0887276130965	Wi-Fi	Tablet/Laptop Convertible		Windows		12in.	Not Applicable	2160 x 1440		Intel				5 Megapixel						Galaxy TabPro S			Black	1.53lb. (0.69kg)			UP to 10.5hr.		12in (30.48cm)					Black													2.20GHz																																																																																																																																																																																																																																																																																																											
191	http://www.ebay.com/itm/10-1-ANDROID-6-PHONE-TABLET-PC-4G-LTE-DUAL-SIM-OCTA-CORE-32GB-1920-x-1200-IPS/282325617523?hash=item41bbeb0b73%3Ag%3AG-0AAOSwUKxYef-O	$163.21	"10.1"" ANDROID 6 PHONE TABLET PC 4G LTE DUAL SIM OCTA CORE 32GB 1920 x 1200 IPS"	https://i.ebayimg.com/images/g/G-0AAOSwUKxYef-O/s-l400.jpg	New		ANDROID PHONE TABLET PC	32GB			Android 4G LTE dual sim phone tablet pc	Octa Core		Wi-Fi + 4G	Tablet		Android 6 MARSHMALLOW		"10.1"""		1920 x 1200 FHD RETINA IPS												Android 6 phone tablet pc 4G LTE GPS																																Does not apply																																																																																																																																																																																																																																																																																																						
192	http://www.ebay.com/itm/All-New-AMAZON-Fire-7-Kids-Edition-Tablet-7-Display-16-GB-Blue-Kid-Proof/182778508300?epid=26003558246&hash=item2a8e72b40c%3Ag%3AyqAAAOSwr9VZwpGj	$90.00	"All-New AMAZON Fire 7 Kids Edition Tablet 7"" Display, 16 GB, Blue Kid-Proof "	https://i.ebayimg.com/images/g/yqAAAOSwr9VZwpGj/s-l400.jpg	New		Amazon	16GB			B01J90MSDS		841667121765		Tablet				"7"""			Case/Cover											fire			Blue											Blue																																																																																																						Yes	2 Years	2 Years																																																																																																																																																																																																																
193	http://www.ebay.com/itm/16GB-32GB-64GB-Apple-iPad-2-Tablet-PC-Wi-Fi-9-7in-Black-AAA-EU-Plug/263058686881?hash=item3d3f8503a1%3Am%3AmJHftsYNevDgsduMduXwOFA&var=	$139.98 to $169.98	16GB / 32GB / 64GB Apple iPad 2 Tablet PC Wi-Fi 9.7in - Black , AAA+ EU Plug	https://i.ebayimg.com/images/g/0csAAOSwlf5Z0wYt/s-l400.jpg	Manufacturer refurbished	This is a AAA+Stock item, meaning unit is in good cosmetic condition and NO minor scrapes or scratches.	Apple			512MB	Does Not Apply	Dual Core		Wi-Fi	Tablet	Bluetooth, USB	iOS	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, Email, Media Player, MP3 Player, Touch Screen, Video Recorder, Web Browser	9.7in.		768 x 1024												iPad 2															With Contract												1.0 GHz																																																																																																																																																																																																																																																																																																											
194	http://www.ebay.com/itm/Apple-iPad-Mini-2-32GB-Wi-Fi-7-9in-Space-Gray/272878566407?epid=172927397&hash=item3f88d47c07%3Ag%3AzO0AAOSwzx9Z2XSL	$55.00	New ListingApple iPad Mini 2 32GB, Wi-Fi, 7.9in - Space Gray	https://i.ebayimg.com/images/g/zO0AAOSwzx9Z2XSL/s-l400.jpg	Used		Apple	32GB	Mini 2	1GB	ME277LL/A	Dual Core	0885909708246	Wi-Fi	Tablet	Wi-Fi	iOS		7.9in.	Not Applicable	2048 x 1536		Apple	Apple A7	Retina Display	Fingerprint resistant	5 Megapixel	1.2 Channel Megapixel	1GB	Lightning connector, USB	Wi-Fi	0.29in (0.75cm)		7.87in (20cm)	5.3in (13.47cm)	Gray	0.73lb. (0.331kg)	Experience a great balance of power and efficiency with the stylish and super-portable Apple iPad mini tablet PC. Powered by an A7 chip and an M7 motion coprocessor, the Apple iPad mini facilitates faster CPU and graphics performance. This small-sized tablet PC provides you with a variety of built-in applications, high-end surfing and power efficiency. Moreover, this Apple iPad's 7.9-inch multi-touch screen with Retina display, supporting  a resolution of 2048 x 1536, delivers crystal clear, vibrant and detailed images. The Apple iPad mini comes with 32 GB capacity, allowing you the liberty to store all your important data. Supporting Wi-Fi, this Apple tablet PC enables you to surf the Web, check emails, chat with friends, download videos and games at high speeds. What's more, with a 5 MP iSight camera, this Apple iPad enables you to capture stunning, high-quality images and videos. On the other hand, the 1.2 MP FaceTime HD camera lets you make smoother and clearer video calls. This Apple iPad comes in space gray.	Rechargeable Lithium-Polymer	UP to 10hr.	Touch-Screen	7.9in (20.07cm)	Mac, PC		.ics, DOCX, GIF, JPG	Bluetooth	Space Gray															Bluetooth 4.0, dual channel  (2.4GHz and 5GHz) and MIMO	Integrated Microphone, Line In (3.5mm), Microphone, Stereo Input Jack																																																																																																																																																																																																																																																																																																								
195	http://www.ebay.com/itm/10-7-3G-Octa-Core-Phone-Tablet-PC-Android-4-4-Dual-SIM-2GB-16GB-WIFI-2-2GHz/361680918086?hash=item5435dcd646%3Am%3AmKZHn8-P3PCNc_eQyk2b_6g&var=	$50.99	10''/ 7'' 3G Octa Core Phone Tablet PC Android 4.4 Dual SIM 2GB 16GB WIFI 2.2GHz	https://i.ebayimg.com/images/g/FHQAAOSwIgNXqdPC/s-l400.jpg	New		Unbranded/Generic	32 GB		2GB	TAB1478523690147KA	MTK6582 Octa Core		Wi-Fi + 4G	Tablet	Bluetooth	Android 4.4	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Expandable Memory, External 3G Support	10'' inch		1280x800	1*Charging Cable																																						2.2GHz																																																																																												2-3 Working Days (US USPS Shipping)																																																																																																																																																																																																															
196	http://www.ebay.com/itm/Samsung-Galaxy-Tab-2-10-1-inch-Tablet-16GB-1GB-RAM-WiFi-3G-White-C-uk-stock/112586150198?epid=117713307&hash=item1a36a85136%3Ag%3AiKgAAOSwYkBZ0ecz	$142.33	Samsung Galaxy Tab 2 10.1 inch Tablet 16GB 1GB RAM WiFi + 3G *White* C uk stock	https://i.ebayimg.com/images/g/iKgAAOSwYkBZ0ecz/s-l400.jpg	Manufacturer refurbished	like new boxed with all accessories	Samsung	16GB		1GB	GT-P5100ZWABTU	Dual Core		Wi-Fi + 3G	Tablet	Bluetooth, USB 2.0, Wi-Fi	Android 4.0.X Ice Cream Sandwich		"10.1"""	Unlocked	1280 x 800												Galaxy Tab 2																White											1.0GHz					8806085145115																																																																																																																																																																																																																																																																																																						
197	http://www.ebay.com/itm/SEE-DESCRIPTION-Samsung-Galaxy-Note-16GB-Wi-Fi-10-1in-Black/162703768350?epid=118357411&hash=item25e1e67b1e%3Ag%3ALTUAAOSwgiRZ2Y9e	$39.99	New Listing**SEE DESCRIPTION** Samsung Galaxy Note 16GB, Wi-Fi, 10.1in - Black	https://i.ebayimg.com/images/g/LTUAAOSwgiRZ2Y9e/s-l400.jpg	Used	Item has cracked screen, but is 100% functional.  It is the screen that is cracked, I do not believe that the LCD is broken.  It is in Good/Very Good condition otherwise.  Item comes with an original Otterbox Defender case.	Samsung	16GB	GT-N8013	2GB	GT-N8013ZWYXAR	Quad Core	0887276002859, 0956263551424	Wi-Fi	Tablet	Wi-Fi	Android		10.1in.	Not Applicable	1280 x 800		Samsung		TFT Active Matrix With Touchscreen		5 Megapixel	1.9 Megapixel	2 ChannelGB	Bluetooth, USB 2.0	Wi-Fi	7.1in (18.03cm)	Galaxy Note	10.3in (26.16cm)	0.35in (0.89cm)	White	1.31lb. (0.59kg)	If you are looking to find a tablet that is a sound financial investment, then you need to look no further than the Samsung Galaxy Note GT-N8013 tablet. The design of the Samsung Galaxy Note offers a wealth of useful features that includes the addition of the S Pen Stylus. This Galaxy Note is a high-performance model that also allows you to use gestures and intuitive applications to make tasks easier and more efficient. The 10.1-inch screen and Wi-Fi connectivity allow you to watch your favorite movies, play games, or even video chat with ease. The speaker offers clear, crisp audio and 16GB storage capacity that is ideal for storing photos and videos taken using the 1.9 MP front-facing camera or 5 MP camera rear camera with flash. The lightweight and compact design makes it easy to take with you anywhere you go. The standard OS featured on the Samsung Galaxy N8013 tablet is Jelly Bean software, Android 4.1. The device is equipped 2GB RAM and 32GB onboard memory. The resolution on the 10.1-inch main screen is 1280 by 800 pixels. This multitasking Samsung device is white.The dimensions of the Samsung Galaxy Note measure 7.1 inches wide, 10.3 inches long, and 0.35 inches high and only weighs 1.31 pounds. The tablet does have microSDHC capacity of up to 64GB and an SDHC SD card capacity up to 32GB. The USB port and Bluetooth on the Samsung GT-N8013 can give the utmost connectivity to your favorite devices. It is powered by a 1.4GHz quad-core processor and TFT display technology. This Android Galaxy tablet supports all audio formats, all video formats and features all of your favorite Google Apps. If you have considered replacing your computer, firmware on your tablets, or other devices, this Galaxy Note is for you. The settings on this Android Note device make it easy to reset, turn the volume up, or access any file you want. You can easily use Wi-Fi to go to the Google Store and install any app or update you may need. The battery is designed to deliver up to 33 hours of talk time and 98 hours of nonstop music play. You can easily use the settings function to reach any mode you want. The PLS capacitive touchscreen supports up to 16.1 million colors. The Note uses a multi-touch screen that utilizes Samsung TouchWiz UI. The Samsung Galaxy Note 10.1 is equipped with vibration alerts as well as WAV and MP3 ringtones. You may also enjoy the loudspeaker function provided by the stereo speakers. Adobe Flash, GPS, and a compass are all included as standard equipment in the Samsung Galaxy Note 10.1. You may even be able to find some models with the Ice Cream Sandwich OS already installed.	Lithium ion	UP to 9hr.	Camera, S pen, Touch-Screen	10.1in (25.65cm)	PC			Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, LCD Display, Touch Screen	White	Without Contract		Yes		microSD, microSDHC, microSDXC										Bluetooth 4.0, Built-in Wireless	Line In (3.5mm)	Speaker(s)					Bluetooth, Integrated Wireless LAN																																																																																				USB Port Control	4																																																																																																																																																																																																													
198	http://www.ebay.com/itm/5-Gpd-XD-Android-4-4-Game-Tablet-PC-RK3288-Quad-Core-600MHz-HD-IPS-2G-32GB-WiFi/122636906396?hash=item1c8dbaaf9c%3Ag%3AIoUAAOSwa2lZiW7J	$155.99	"5"" Gpd XD Android 4.4 Game Tablet PC RK3288 Quad Core 600MHz HD IPS 2G+32GB WiFi"	https://i.ebayimg.com/images/g/IoUAAOSwa2lZiW7J/s-l400.jpg	New		GPD				Does Not Apply		Does not apply		Game Tablet																																																																																1280 x 720 (HD 720)		5 inch		Capacitive																		600MHz,Quad Core	Rockchip																																					Android 4.4	ROM: 32GB	6000mAh	GPU: Mali-764	Yes																																																																																																																																																																																																								
