ItemLink,Price,Name,Image,Condition,Product Family,Memory,Brand,Storage Type,Screen Size,Hard Drive Capacity,Release Year,Type,Processor Speed,Graphics Processing Type,Product Line,Model,MPN,Operating System,Operating System Edition,Color,Processor Type,Seller Notes,Features,Hardware Connectivity,SSD Capacity,Country/Region of Manufacture,UPC,Bundle Listing,Storage capacity,Optical Drive,Touch Screen Function,Keyboard Type,Bluetooth,Screen Resolution,WWAN,WiFi,Charger Power Cord,Included,AC Adapter,Hard Drive,Guarantee,EAN,GPU/Video Card,Primary Drive,Processor Configuration,Number of Cells,Limited Warranty,Standard Memory,Weight (Approximate),Manufacturer,Product Series,Memory Technology,Processor Model,Country of Origin,Height,Width,Aspect Ratio,Depth,Battery Chemistry,Processor Core,Input Voltage,Environmentally Friendly,Country of Manufacture,Graphics Card,Ports,Optical Drive & More,Video Card,Touch Screen,Memory (RAM),Network,Webcam,Processor Manufacturer,Intel Processor Generation,Display Size,Resolution,Processor,Form Factor Type,Storage Capacity,Display Type,Drive Type,RAM Memory,Weight,HARD DRIVE,Includes,Release Date_Display,Processor Cores,Microsoft,Recovery Tool,Bundled Items2,Bundled Items3,Included with purchase,Serial Number,RAM,ItemIncluded2,ItemIncluded3,Notes3,R2 Condition,Notes4,ItemIncluded1,Notes5,Control State,Graphics card,Compatible Model,Tank Capacity,Water Type,Bulb Type,Application,Bundled Items,Optical,Battery,Touchscreen,2.6ghz Quad Core Processor,Max. Expandability,Best By,Battery AC Adapter,Shell Condition,Keyboard Bezel Touchpad,Condition Note,Condition Description,Hard Drive CD DVD,Regency Use,Acc Included,Model Number,# of Cores,Description,Wireless,Ethernet,Graphics Chipset,OS,Warranty,ISBN,Stock ID,Compatible Product,Style,Dimensions,Label,OperatingSystem,Binding,ProductGroup,ProductTypeSubcategory,HardwarePlatform,Restore Partition,cosmetic imperfections,Connectivity,Hard Drive Caddy,Wireless Card,"Office 365/2016,Mcafee Antivirus(1 year)",Series,USB,Number of Cores,Other Ports,Wi-Fi,Power Adapter,Items Included,Other Goodies,Processor Specifications,Seller part number,Form Factor,Model (Substitutes),Operating System License,Compatible Brand,Compatible Product Line,Ram,Bundled Items4,Bundled Items1,Bundled Items5,Marque,Type de processeur,Famille de produits,Mémoire,Numéro de pièce fabricant,Capacité de disque dur,Couleur,Type de stockage,Taille d'écran,Système d'exploitation,Vitesse du processeur,Année de sortie,Power Supply,Dedicated Graphics,Battery Life,BRAND,Internet Connectivity,Description1,Product Type,Contract,Carrier,SOLD AS IS,MONITOR,Memory Size,Cooling Component(s) Included,Chipset/GPU Manufacturer,Chipset/GPU Model,Connectors,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Operating System Architecture,Product Model,Graphics Controller Manufacturer,Graphics Memory Accessibility,Front Camera/Webcam,Flash Memory,Widescreen,Colour,Manufacturer warranty,ScreenSize,Product Dimensions,Storage,Stylus,Platform,Format,Language,Size,Size Type,Chassis Type,EBAY_CATEGORY_ID,Hard Drive 1,Port,Keyboard,Feature,Adapter,Accssesories,Product Dimension,Condition Grade,HDMI Ports,DVD,Ac Adapter,Title,REF,Modèle,S.No,S/N,BATTERY,COA STICKER,Gr,Item Location,Ports/Interfaces,Length,EBAY_CATEGORY_SUGGESTION
http://www.ebay.com/itm/Asus-VivoBook-X540SA-15-6-Laptop-Intel-Pentium-4GB-Memory-500GB-HDD/182784794037?epid=530089789&hash=item2a8ed29db5%3Ag%3AgFYAAOSwZJVZxsck,$249.99,"Asus-VivoBook X540SA 15.6"" Laptop-Intel Pentium-4GB Memory - 500GB HDD",https://i.ebayimg.com/images/g/gFYAAOSwZJVZxsck/s-l300.jpg,New other (see details),,4GB,ASUS,HDD (Hard Disk Drive),15.6in.,500GB,,Notebook/Laptop,1.6GHz,Integrated/On-Board Graphics,VivoBook,X540SA-BPD0602V,X540SA-BPD0602V,Windows 10,,Silver,Intel® Pentium® mobile processor N3700,The packaging has been opened but the product is unused.,,,,,889349370896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-EliteBook-820-G1-12-5in-500GB-1-9GHz-4GB-Notebook-Laptop-Black/182784812498?epid=172952302&hash=item2a8ed2e5d2%3Ag%3AOccAAOSwTexZxsyG,$260.00,"HP EliteBook 820 G1 12.5in. (500GB, 1.9GHz, 4GB) Notebook/Laptop - Black  ",https://i.ebayimg.com/images/g/OccAAOSwTexZxsyG/s-l300.jpg,Used,,4GB,HP,,12.5in.,500GB,,Notebook/Laptop,,,,,F2P31UT,,,Black,,,,,,,0888182069837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Acer-Aspire-5-A515-51-89UP-15-6-Intel-Core-i7-8550U-Quad-Core-8G-RAM-1TB-HHD/182784968642?hash=item2a8ed547c2%3Ag%3A5IEAAOSwImZZxv5J,$839.00,"Acer Aspire 5 A515-51-89UP 15.6""; Intel Core i7-8550U Quad Core, 8G RAM, 1TB HHD",https://i.ebayimg.com/images/g/5IEAAOSwImZZxv5J/s-l300.jpg,New,,8GB,Acer,HDD (Hard Disk Drive),15.6in.,1TB,2017,Notebook/Laptop,1.80GHz,Integrated/On-Board Graphics,Aspire,5 A515-51-89UP,NXGSYAA.001,Windows 10,Home,Black,Intel Core i7 8th Gen,,"Backlit Keyboard, Built-in Webcam","HDMI, USB 2.0, USB 3.0",,China,191114376560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Acer-Chromebook-CB5-571-C1DZ-15-6in-16GB-Intel-Celeron-1-5GHz-4GB/182784970600?epid=238398586&hash=item2a8ed54f68%3Ag%3ArX0AAOSwq8BZbd1Z,$249.99,"Acer Chromebook CB5-571-C1DZ 15.6in. (16GB, Intel Celeron, 1.5GHz, 4GB)...",https://i.ebayimg.com/00/s/Njg3WDkxOA==/z/rX0AAOSwq8BZbd1Z/$_35.JPG?set_id=89040003C1,New,,4GB,Acer,,15.6in.,16GB,2017,Notebook/Laptop,,Integrated/On-Board Graphics,Chromebook,,NX.MUNAA.014,Chrome OS,,White,Intel Celeron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/iView-Maximus-II-11-6-Laptop-Touchscreen-2-in-1-Windows-10-Intel-Bay-Trail/182784977518?hash=item2a8ed56a6e%3Ag%3A21YAAOSw1HxZxwG2,$176.23,"iView Maximus II 11.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Bay Trail ",https://i.ebayimg.com/images/g/21YAAOSw1HxZxwG2/s-l300.jpg,New,,,IVIEW,,,,,,,,,,,Windows 10,,,,,Touchscreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Laptop-For-Parts-Dell-Studio-XPS-1640-Intel-PM45/182785872313?hash=item2a8ee311b9%3Ag%3A%7EOoAAOSwHpdZvwU2,$50.00,Laptop For Parts Dell Studio XPS 1640 Intel PM45,https://i.ebayimg.com/images/g/~OoAAOSwHpdZvwU2/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,(-: This item is being sold AS IS in non working condition...Some laptops may be missing parts :-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-D800-For-Parts/182785955644?hash=item2a8ee4573c%3Ag%3AA1UAAOSwqfNXo4g%7E,$39.99,Dell Latitude D800 For Parts,https://i.ebayimg.com/images/g/A1UAAOSwqfNXo4g~/s-l300.jpg,For parts or not working,,,Dell,,,,,,,,,,Does Not Apply,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/PANASONIC-TOUGHBOOK-CF-29/182787989387?hash=item2a8f035f8b%3Ag%3A8OAAAOSw%7ECFY6Rbg,$89.87,PANASONIC TOUGHBOOK CF-29,https://i.ebayimg.com/images/g/8OAAAOSw~CFY6Rbg/s-l300.jpg,Used,,,Panasonic,HDD (Hard Disk Drive),14.1in.,,,Notebook/Laptop,,,Toughbook,CF-29,,,,Silver,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Bad-Speakers-DELL-D620-1-83GHZ-80GB-2GB-DDR2-14-LCD-DVD-Windows-XP/182787996869?hash=item2a8f037cc5%3Ag%3Aql4AAOSwqd1ZyQdh,$59.00,"Bad Speakers - DELL D620 1.83GHZ / 80GB / 2GB DDR2 / 14"" LCD / DVD / Windows XP",https://i.ebayimg.com/images/g/ql4AAOSwqd1ZyQdh/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,good to fair cosmetic condition - it does have a few scratches on the lid - OK to GOOD shape overall.,,,,,0639266337454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Asus-K53BE-15-6-AMD-A4-3320M-2-GHz-4GB-RAM-500GB-Windows-10/182788335807?hash=item2a8f08a8bf%3Ag%3AbGsAAOSwHixZodZj,$130.00,"Asus K53BE 15.6"" AMD A4-3320M 2 GHz, 4GB RAM, 500GB, Windows 10",https://i.ebayimg.com/images/g/bGsAAOSwHixZodZj/s-l300.jpg,Used,,4GB,ASUS,HDD (Hard Disk Drive),15.6in.,500GB,2013,Notebook/Laptop,2.00GHz,,,K53BE,Does Not Apply,Windows 10,Windows 10 Home,Black,AMD A4 Dual-Core,Everything works fine. New Windows 10. Cleaned and tested. Guaranteed to be in good working condition. The main body may be minor scratches.,Built-in Webcam,"HDMI, USB 2.0",,China,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/VOYO-VBOOK-A12-Tablet-PC-11-6-inch-4GB-128GB-SSD/182788741106?hash=item2a8f0ed7f2%3Ag%3Ap1YAAOSwvtFZyWn0,$379.00,"VOYO VBOOK A12 Tablet PC, 11.6 inch, 4GB+128GB SSD",https://i.ebayimg.com/images/g/p1YAAOSwvtFZyWn0/s-l300.jpg,New,,4GB,Voyo,SSD (Solid State Drive),11.6,128GB,,Convertible 2-in-1 Laptop/Tablet,2.20GHz,,VBook,A12 Tablet PC,,Windows 10,Tablet PC,,Intel Apollo Lake N3450 Quad Core,,"Built-in Webcam, Touchscreen","Micro-HDMI, USB 3.0",128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/SONY-VAIO-VGN-FZ250E-Vista/182789228380?hash=item2a8f16475c%3Ag%3AnqoAAOSwlXhZYltk,$90.00,SONY VAIO VGN-FZ250E/Vista,https://i.ebayimg.com/images/g/nqoAAOSwlXhZYltk/s-l300.jpg,Used,,,Sony,,,,,,,,,,,Windows Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Star-Wars-Special-Edition-15-an050nr-15-6in-1TB-Intel-Core-i5-6th-Gen/182789322623?epid=221166782&hash=item2a8f17b77f%3Ag%3ADPYAAOSwdQNZxyKQ,$500.00,"HP Star Wars Special Edition 15-an050nr 15.6in. (1TB, Intel Core i5 6th Gen.,...",https://i.ebayimg.com/images/g/DPYAAOSwdQNZxyKQ/s-l300.jpg,Used,,6GB,HP,,15.6in.,1TB,2015,Notebook/Laptop,,Integrated/On-Board Graphics,,,15-AN050NR,Windows 10,,"Black, Gray",Intel Core i5 6th Gen.,,,,,,0889894222343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Acer-Aspire-5570z-laptop-computer-for-parts-or-repair-not-working/182790336202?hash=item2a8f272eca%3Ag%3AMgkAAOSw7ihZyl9X,$25.00,Acer Aspire 5570z laptop computer for parts or repair not working,https://i.ebayimg.com/images/g/MgkAAOSw7ihZyl9X/s-l300.jpg,For parts or not working,,,Acer,,,,,Notebook/Laptop,,,Aspire,Aspire,,,,,,Left behind by a former tenant.Looks like it was dropped down a flight of stairs.Does not work. Does not include power cord.One of the keys is also loose. Please see pics.Feel free to check out my other items.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Gateway-TA6-Genuine-Intel-R-T2050-1-60-GHz-1-GB-RAM/182791295000?hash=item2a8f35d018%3Ag%3AiLMAAOSwuxFYwvGH,$34.99,Gateway TA6 Genuine Intel(R) T2050 1.60 GHz 1 GB RAM,https://i.ebayimg.com/images/g/iLMAAOSwuxFYwvGH/s-l300.jpg,For parts or not working,,,,,,,,,,,,,,,,,,being sold as-is for parts or repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/PANASONIC-TOUGHBOOK-CF-07-MINI-PC-Replacement-Unit/182791356226?hash=item2a8f36bf42%3Ag%3AuPMAAOSw1GlZyvKX,$49.98,PANASONIC TOUGHBOOK CF-07 MINI PC Replacement Unit,https://i.ebayimg.com/images/g/uPMAAOSw1GlZyvKX/s-l300.jpg,Used,,,Panasonic,,,,,,,,Mini,,Does Not Apply,,,,,Powers on. Comes with nothing. No battery or hard drive. Please see photos for details and condition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Stream-11-p010nr-11-6in-32GB-Intel-Celeron-N-2-16GHz-2GB-Convertible-2/182791707039?epid=220270555&hash=item2a8f3c199f%3Ag%3AKSsAAOSwr9VZyfgi,$125.00,"HP Stream 11-p010nr 11.6in. (32GB, Intel Celeron N, 2.16GHz, 2GB) Convertible 2…",https://i.ebayimg.com/images/g/KSsAAOSwr9VZyfgi/s-l300.jpg,Used,,2GB,HP,,11.6in.,32GB,,Convertible 2-in-1 Laptop/Tablet,2.16GHz,,,,M4C63UA#ABA,,,,Intel Celeron N,"Very Good condition, 3 very minor scratches on top cover, power cord included",,,,,0889296621539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-11-Yoga-2-Laptop/182791755898?hash=item2a8f3cd87a%3Ag%3ATvQAAOSwCmNZyyTN,$245.00,"Lenovo 11""  Yoga 2 Laptop ",https://i.ebayimg.com/images/g/TvQAAOSwCmNZyyTN/s-l300.jpg,Used,,4GB,Lenovo,500GB,"11""",500GB,,,,,Yoga,,,Windows 10,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Studio-1458-Intel-Core-i5-2-40GHz-4GB-RAM-BOOTS-TO-BIOS-WEAR-ON-LID/182792861314?hash=item2a8f4db682%3Ag%3AOhQAAOSwAMlZy9KP,$59.00,Dell Studio 1458 Intel Core i5 2.40GHz 4GB RAM - BOOTS TO BIOS - WEAR ON LID,https://i.ebayimg.com/images/g/OhQAAOSwAMlZy9KP/s-l300.jpg,Used,,,,,,,,,,,,,,,,,,lots of scuffing on lid - OK shape overall ! moderate wear overall.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-14t-1DP50AV-1-Intel-celeron-N3060-4GB-32GB-Win-10/182792948533?hash=item2a8f4f0b35%3Ag%3A6hEAAOSwa8dZy-Kx,$275.00,HP 14t 1DP50AV_1 Intel celeron N3060 4GB 32GB Win 10,https://i.ebayimg.com/images/g/6hEAAOSwa8dZy-Kx/s-l300.jpg,New other (see details),,32GB,HP,,14in.,4GB,,,,,,1DN87AV,,,,,Intel Celeron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-ThinkPad-T510-15-6in-320GB-Intel-Core-i5-1st-Gen-2-4GHz-3GB-Notebo/182793035656?epid=133465019&hash=item2a8f505f88%3Ag%3AuEUAAOSwcXpZmM2F,$200.00,"Lenovo ThinkPad T510 15.6in. (320GB, Intel Core i5 1st Gen., 2.4GHz, 3GB) Notebo",https://i.ebayimg.com/images/g/uEUAAOSwcXpZmM2F/s-l300.jpg,Seller refurbished,,3GB,Lenovo,HDD (Hard Disk Drive),15.6in.,320GB,,Notebook/Laptop,2.40GHz,Dedicated Graphics,ThinkPad,,43493BU,Windows 7,Professional,Black,Intel Core i5 1st Gen.,"In very good condition. Adobe 9.0 , Microsoft Office 2010 pre-installed",Built-in Webcam,USB 3.0,,,0884942704093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-ThinkPad-T510-Laptop-Core-i5-2-4GHz-4GB-320GB-WIFI-WIN-7-PRO-OFFICE-2007/182793042034?epid=140646935&hash=item2a8f507872%3Am%3AmevU5hx9P1VXDyzKw30Uq_g,$190.00,Lenovo ThinkPad T510 Laptop Core i5 2.4GHz 4GB 320GB WIFI WIN 7 PRO OFFICE 2007,https://i.ebayimg.com/00/$T2eC16dHJI!E9qSO9)RjBRb!-pzpI!~~_35.JPG?set_id=89040003C1,Seller refurbished,,4GB,Lenovo,HDD (Hard Disk Drive),15.6in.,320GB,,Notebook/Laptop,2.50GHz,Integrated/On-Board Graphics,LENOVO ThinkPad T510,,43147qu,Windows 7,Professional,Black,Intel Core i5 2nd Gen.,,Built-in Webcam,"HDMI, USB 2.0, USB 3.0",Not Applicable,Singapore,0885600177488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-inspiron-1300-laptop/182793084688?hash=item2a8f511f10%3Ag%3A1PwAAOSw2GlZveFu,$30.00,Dell inspiron 1300 laptop,https://i.ebayimg.com/images/g/1PwAAOSw2GlZveFu/s-l300.jpg,Used,,,Dell,,,,,,,,Inspiron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-ThinkPad-B570-Pentium-15-6-Laptop-No-HDD-Free-shipping/182793300799?epid=118275547&hash=item2a8f546b3f%3Ag%3A6Q4AAOSwIDJZzAGv,$84.88,"Lenovo ThinkPad B570 Pentium 15.6"" Laptop, No HDD. Free shipping!",https://i.ebayimg.com/images/g/6Q4AAOSwIDJZzAGv/s-l300.jpg,Used,,3GB,Lenovo,none,"15.6""",none,,Laptop/Notebook,2.10GHz,,ThinkPad,B570,B570,,,,Intel Pentium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Panasonic-Toughbook-CF-H1-80GB-Touchscreen-Medical-Tablet/182793309812?hash=item2a8f548e74%3Ag%3AZt0AAOSw1VJZzAIa,$72.25,Panasonic Toughbook CF-H1 80GB Touchscreen Medical Tablet,https://i.ebayimg.com/images/g/Zt0AAOSw1VJZzAIa/s-l300.jpg,Used,,,Panasonic,,,80GB,,,,,Toughbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
